,DATE (LT),REGION,COUNTRY,INCIDENT TYPE,VESSEL TYPE,MAERSK?,VESSEL ACTIVITY LOCATION,LAT,LONG,TIME OF DAY,ATTACKS,ATTACK SUCCESS,YEAR,MONTH,WEEK,DAY,WEEKDAY,YEAR_MONTH,X,Y,datestring,color,REGION_NR
588,2015-03-15,West Africa,Nigeria,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,6.1399575,3.40644833333333,Unknown,1,0,2015,3,11,15,6,2015-03,379204.0938802617,684808.90061005,2015-03-15,#1f78b4,7
587,2015-03-15,South East Asia,Singapore,"Failed attack, robbery",Product tanker,0,Off shore,1.07483333333333,103.578833333333,Night,1,0,2015,3,11,15,6,2015-03,11530342.983627979,119656.91772472851,2015-03-15,#1f78b4,6
586,2015-03-16,South Asia,India,Theft at anchorage,Product tanker,0,Anchorage,17.6383333333333,83.42,Evening,1,1,2015,3,12,16,0,2015-03,9286271.92197488,1995259.170046603,2015-03-16,#fdbf6f,5
585,2015-03-18,South East Asia,Indonesia,"Failed attack, robbery",Product tanker,0,Off shore,1.26,104.15,Night,1,0,2015,3,12,18,2,2015-03,11593924.966119444,140273.86517694104,2015-03-18,#1f78b4,6
584,2015-03-19,West Africa,Nigeria,Kidnap/ransom at sea,Supply vessel,0,Off shore,4.18333333333333,8.0,Night,1,1,2015,3,12,19,3,2015-03,890555.9263461885,466100.84266793093,2015-03-19,#fdbf6f,7
583,2015-03-19,South East Asia,Singapore,Armed robbery at sea,Bulk carrier,0,Off shore,1.27833333333333,104.276666666667,Night,1,1,2015,3,12,19,3,2015-03,11608025.434953293,142315.22331592042,2015-03-19,#fdbf6f,6
582,2015-03-20,South East Asia,Philippines,"Failed attack, robbery",Bulk carrier,0,Off shore,6.0,119.21666666666701,Morning,1,0,2015,3,12,20,4,2015-03,13271138.627404803,669141.0570442454,2015-03-20,#1f78b4,6
581,2015-03-20,South East Asia,Indonesia,"Failed attack, robbery",Chemical tanker,0,Anchorage,1.7,101.483333333333,Evening,1,0,2015,3,12,20,4,2015-03,11297072.990670675,189270.90698162108,2015-03-20,#1f78b4,6
580,2015-03-21,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Off shore,1.22666666666667,103.971666666667,Night,1,0,2015,3,12,21,5,2015-03,11574072.990261346,136562.34158510313,2015-03-21,#1f78b4,6
578,2015-03-21,South East Asia,Indonesia,Armed robbery at sea,Container ship,0,Off shore,1.11666666666667,103.566666666667,Night,1,1,2015,3,12,21,5,2015-03,11528988.59649007,124314.63493414599,2015-03-21,#fdbf6f,6
577,2015-03-21,South Asia,Bangladesh,Armed robbery at anchorage,Tug,0,Anchorage,22.1,91.7333333333333,Morning,1,1,2015,3,12,21,5,2015-03,10211707.955436293,2523535.6699099964,2015-03-21,#fdbf6f,5
576,2015-03-21,West Africa,Nigeria,Kidnap/ransom at sea,Other,0,Off shore,4.06666666666667,7.5,Evening,1,1,2015,3,12,21,5,2015-03,834896.1809495518,453079.83544304734,2015-03-21,#fdbf6f,7
579,2015-03-21,South East Asia,Indonesia,Armed robbery at anchorage,Bulk carrier,0,Anchorage,3.93333333333333,98.75,Night,1,1,2015,3,12,21,5,2015-03,10992799.715835765,438200.9891670141,2015-03-21,#fdbf6f,6
575,2015-03-22,East Africa,Yemen,Suspicious activity at sea,General cargo vessel,0,Off shore,14.416666666666698,42.5833333333333,Night,1,0,2015,3,12,22,6,2015-03,4740354.982946896,1622063.437186488,2015-03-22,#1f78b4,1
574,2015-03-22,South East Asia,Malaysia,Hijacking at sea,Tug,0,Off shore,2.84333333333333,104.511666666667,Evening,1,1,2015,3,12,22,6,2015-03,11634185.515289713,316648.41348379187,2015-03-22,#fdbf6f,6
573,2015-03-23,South East Asia,Philippines,Theft at anchorage,Other,0,Anchorage,20.716666666666697,107.183333333333,Night,1,1,2015,3,13,23,0,2015-03,11931594.088192334,2358126.00301544,2015-03-23,#fdbf6f,6
572,2015-03-23,South East Asia,Indonesia,"Failed attack, robbery",Container ship,0,Off shore,1.16833333333333,103.473333333333,Morning,1,0,2015,3,13,23,0,2015-03,11518598.777349291,130067.2857972986,2015-03-23,#1f78b4,6
571,2015-03-23,South Asia,Bangladesh,Theft at anchorage,Container ship,0,Anchorage,22.2896780555556,91.6929247222222,Morning,1,1,2015,3,13,23,0,2015-03,10207209.689423742,2546340.2623693356,2015-03-23,#fdbf6f,5
569,2015-03-24,East Africa,Somalia,Hijacking at sea,Fishing vessel,0,Off shore,8.720498888888889,50.497970555555604,Unknown,1,1,2015,3,13,24,1,2015-03,5621408.368338172,974531.3410148674,2015-03-24,#fdbf6f,1
570,2015-03-24,East Africa,Somalia,Hijacking at sea,Fishing vessel,0,Off shore,8.82306027777778,50.4890441666667,Unknown,1,1,2015,3,13,24,1,2015-03,5620414.687272437,986083.5432245692,2015-03-24,#fdbf6f,1
567,2015-03-25,South East Asia,Thailand,Armed robbery at berth,Bulk carrier,0,Berth,13.517195,100.64025888888901,Evening,1,1,2015,3,13,25,2,2015-03,11203222.372814348,1518883.0455508172,2015-03-25,#fdbf6f,6
568,2015-03-25,West Africa,Cote D'Ivoire,"Failed attack, robbery",General cargo vessel,0,Berth,5.289609444444441,-3.98454,Night,1,0,2015,3,13,25,2,2015-03,-443556.96384543023,589674.8772580612,2015-03-25,#1f78b4,7
566,2015-03-25,West Africa,Nigeria,"Failed attack, kidnap/ransom",Supply vessel,0,Off shore,4.23333333333333,7.98333333333333,Evening,1,0,2015,3,13,25,2,2015-03,888700.6014996335,471681.864856596,2015-03-25,#1f78b4,7
565,2015-03-26,West Africa,Nigeria,Notice,Unknown vessel type,0,Unknown,6.43576444444444,3.3757325,Unknown,1,0,2015,3,13,26,3,2015-03,375784.82295430434,717937.3109816187,2015-03-26,#1f78b4,7
563,2015-03-26,West Africa,Nigeria,"Failed attack, kidnap/ransom",Tug,0,Off shore,4.23333333333333,7.98333333333333,Evening,1,0,2015,3,13,26,3,2015-03,888700.6014996335,471681.864856596,2015-03-26,#1f78b4,7
564,2015-03-26,South East Asia,Malaysia,Suspicious activity at sea,Product tanker,0,Off shore,2.96666666666667,104.71666666666701,Afternoon,1,0,2015,3,13,26,3,2015-03,11657006.010902336,330395.4858486062,2015-03-26,#1f78b4,6
562,2015-03-27,West Africa,Nigeria,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,6.075,4.875,Unknown,1,0,2015,3,13,27,4,2015-03,542682.5176172087,677536.5872135968,2015-03-27,#1f78b4,7
561,2015-03-29,South East Asia,Singapore,Theft at sea,Tanker,0,Off shore,1.08333333333333,103.583333333333,Night,1,1,2015,3,13,29,6,2015-03,11530843.92133655,120603.30123485519,2015-03-29,#fdbf6f,6
560,2015-03-29,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Off shore,1.16683333333333,103.444166666667,Night,1,0,2015,3,13,29,6,2015-03,11515351.958867894,129900.27188437492,2015-03-29,#1f78b4,6
555,2015-03-30,South East Asia,Singapore,Theft at sea,Bulk carrier,0,Off shore,1.4518333333333302,104.663833333333,Morning,1,1,2015,3,14,30,0,2015-03,11651124.631138682,161634.64533610415,2015-03-30,#fdbf6f,6
557,2015-03-30,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Off shore,1.0875,103.567166666667,Night,1,0,2015,3,14,30,0,2015-03,11529044.256235467,121067.21568861857,2015-03-30,#1f78b4,6
558,2015-03-30,South East Asia,Malaysia,"Failed attack, robbery",Product tanker,0,Off shore,1.0805,103.578833333333,Night,1,0,2015,3,14,30,0,2015-03,11530342.983627979,120287.83977084837,2015-03-30,#1f78b4,6
559,2015-03-30,South Asia,India,"Failed attack, robbery",Other,0,Anchorage,16.983333333333302,82.3,Night,1,0,2015,3,14,30,0,2015-03,9161594.092286414,1918885.0287171418,2015-03-30,#1f78b4,5
556,2015-03-30,South East Asia,Malaysia,"Failed attack, robbery",Tanker,0,Off shore,1.05383333333333,103.647166666667,Morning,1,0,2015,3,14,30,0,2015-03,11537949.815498928,117318.80500764343,2015-03-30,#1f78b4,6
552,2015-04-01,South East Asia,Singapore,Theft at sea,Container ship,0,Off shore,1.01883333333333,103.60916666666701,Night,1,1,2015,4,14,1,2,2015-04,11533719.674848786,113421.98535446389,2015-04-01,#fdbf6f,6
554,2015-04-01,Eastern Mediterranean,Yemen,Anti-piracy/naval operation,Bulk carrier,0,Off shore,14.4672055555556,42.6060105555556,Unknown,1,0,2015,4,14,1,2,2015-04,4742879.399777288,1627872.9771200914,2015-04-01,#1f78b4,2
553,2015-04-01,West Africa,Nigeria,"Failed attack, robbery",Container ship,0,Off shore,9.5,-12.3,Night,1,0,2015,4,14,1,2,2015-04,-1369229.7367572652,1062414.311267535,2015-04-01,#1f78b4,7
551,2015-04-01,South East Asia,Indonesia,Hijacking at sea,Product tanker,0,Off shore,2.15833333333333,107.538666666667,Evening,1,1,2015,4,14,1,2,2015-04,11971149.613920953,240321.41159277942,2015-04-01,#fdbf6f,6
549,2015-04-02,South East Asia,Singapore,"Failed attack, robbery",Crude oil tanker,0,Off shore,1.05388333333333,103.647216666667,Night,1,0,2015,4,14,2,3,2015-04,11537955.381473469,117324.37192383816,2015-04-02,#1f78b4,6
550,2015-04-02,Eastern Mediterranean,Yemen,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,15.0266666666667,42.39,Evening,1,0,2015,4,14,2,3,2015-04,4718833.214726867,1692273.5691582377,2015-04-02,#1f78b4,2
548,2015-04-03,Eastern Mediterranean,Yemen,Anti-piracy/naval operation,Merchant vessel,0,Unknown,15.961666666666698,41.5683333333333,Night,1,0,2015,4,14,3,4,2015-04,4627365.699791723,1800283.9768924492,2015-04-03,#1f78b4,2
547,2015-04-03,South East Asia,Vietnam,Theft at anchorage,Container ship,0,Anchorage,10.123333333333301,107.098333333333,Morning,1,1,2015,4,14,3,4,2015-04,11922131.931474907,1132833.834086332,2015-04-03,#fdbf6f,6
546,2015-04-03,South East Asia,Malaysia,Theft at berth,General cargo vessel,0,Berth,5.81348972222222,118.08294305555599,Afternoon,1,1,2015,4,14,3,4,2015-04,13144933.092315612,648267.997393508,2015-04-03,#fdbf6f,6
545,2015-04-05,South East Asia,Vietnam,Theft at anchorage,Container ship,0,Anchorage,10.2671666666667,107.007166666667,Evening,1,1,2015,4,14,5,6,2015-04,11911983.304564329,1149102.1642780055,2015-04-05,#fdbf6f,6
544,2015-04-08,West Africa,Nigeria,Kidnap/ransom at sea,Other,0,Off shore,21.709056388888893,89.3308641666667,Night,1,1,2015,4,15,8,2,2015-04,9944266.311156426,2476629.6150051137,2015-04-08,#fdbf6f,7
543,2015-04-09,West Africa,Nigeria,"Failed attack, robbery",Tanker,0,Off shore,6.29,3.38833333333333,Night,1,0,2015,4,15,9,3,2015-04,377187.5413045416,701610.3071690522,2015-04-09,#1f78b4,7
542,2015-04-10,West Africa,Nigeria,Kidnap/ransom at sea,Passenger vessel,0,Off shore,4.41666666666667,6.26666666666667,Unknown,1,1,2015,4,15,10,4,2015-04,697602.1423045148,492148.72999665036,2015-04-10,#fdbf6f,7
541,2015-04-11,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.4166666666666698,104.616666666667,Night,1,0,2015,4,15,11,5,2015-04,11645874.061823007,157718.6830016925,2015-04-11,#1f78b4,6
540,2015-04-12,South Asia,Bangladesh,Kidnap/ransom at sea,Fishing vessel,0,Off shore,22.1570288888889,90.9972666666667,Unknown,1,1,2015,4,15,12,6,2015-04,10129769.388913065,2530388.897068977,2015-04-12,#fdbf6f,5
539,2015-04-12,South East Asia,Malaysia,Suspicious activity at sea,Product tanker,0,Off shore,1.33333333333333,104.35,Morning,1,0,2015,4,15,12,6,2015-04,11616188.864278097,148439.38602468342,2015-04-12,#1f78b4,6
538,2015-04-13,West Africa,Nigeria,"Failed attack, kidnap/ransom",Other,0,Off shore,6.0,5.45,Morning,1,0,2015,4,16,13,0,2015-04,606691.224823341,669141.0570442454,2015-04-13,#1f78b4,7
537,2015-04-15,South East Asia,Malaysia,Theft at sea,Other,0,Off shore,1.21,103.55,Afternoon,1,1,2015,4,16,15,2,2015-04,11527133.271643478,134706.5972060957,2015-04-15,#fdbf6f,6
536,2015-04-16,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.05,103.666666666667,Night,1,1,2015,4,16,16,3,2015-04,11540120.545569396,116892.00836515187,2015-04-16,#fdbf6f,6
535,2015-04-17,South Asia,India,Armed robbery at sea,Fishing vessel,0,Off shore,10.2366361111111,79.9454955555556,Evening,1,1,2015,4,16,17,4,2015-04,8899491.856460365,1145648.377919338,2015-04-17,#fdbf6f,5
534,2015-04-17,North Africa,Libya,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,33.0330744444444,14.5968013888889,Unknown,1,0,2015,4,16,17,4,2015-04,1624908.4978216607,3899694.866027205,2015-04-17,#1f78b4,3
533,2015-04-18,South East Asia,Indonesia,"Failed attack, robbery",Product tanker,0,Off shore,1.13790027777778,103.778637222222,Night,1,0,2015,4,16,18,5,2015-04,11552585.05079762,126678.80729280194,2015-04-18,#1f78b4,6
532,2015-04-18,South East Asia,Indonesia,"Failed attack, robbery",Product tanker,0,Off shore,1.126,103.758666666667,Night,1,0,2015,4,16,18,5,2015-04,11550361.938722378,125353.81585781148,2015-04-18,#1f78b4,6
531,2015-04-19,South Asia,Bangladesh,Kidnap/ransom at sea,Fishing vessel,0,Off shore,21.6585963888889,89.5186619444444,Unknown,1,1,2015,4,16,19,6,2015-04,9965171.864150748,2470584.6745834528,2015-04-19,#fdbf6f,5
530,2015-04-20,South East Asia,Indonesia,"Failed attack, robbery",Tanker,0,Off shore,1.06666666666667,103.666666666667,Night,1,0,2015,4,17,20,0,2015-04,11540120.545569396,118747.6497748702,2015-04-20,#1f78b4,6
529,2015-04-20,South East Asia,Malaysia,Armed robbery at sea,Bulk carrier,0,Off shore,3.6,104.3,Evening,1,1,2015,4,17,20,0,2015-04,11610622.889738433,401014.11044002546,2015-04-20,#fdbf6f,6
528,2015-04-21,West Africa,Nigeria,Suspicious activity at sea,Unknown vessel type,0,Off shore,2.4,5.41666666666667,Morning,1,0,2015,4,17,21,1,2015-04,602980.5751302321,267244.94050060085,2015-04-21,#1f78b4,7
527,2015-04-21,South East Asia,Malaysia,"Failed attack, robbery",Tanker,0,Off shore,2.46666666666667,104.433333333333,Morning,1,0,2015,4,17,21,1,2015-04,11625465.488510832,274672.9381417373,2015-04-21,#1f78b4,6
526,2015-04-22,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Off shore,1.25,104.166666666667,Night,1,0,2015,4,17,22,2,2015-04,11595780.290966034,139160.40316984314,2015-04-22,#1f78b4,6
525,2015-04-23,South East Asia,Malaysia,Armed robbery at sea,Chemical tanker,0,Off shore,1.28083333333333,104.18966666666701,Night,1,1,2015,4,17,23,3,2015-04,11598340.63925428,142593.59145953087,2015-04-23,#fdbf6f,6
520,2015-04-24,Eastern Mediterranean,Iran,Counter insurgency/military operation,Container ship,1,Off shore,25.7,55.2666666666667,Morning,1,1,2015,4,17,24,4,2015-04,6152257.191174923,2961971.8533237535,2015-04-24,#fdbf6f,2
519,2015-04-24,West Africa,Nigeria,Suspicious activity at sea,Unknown vessel type,0,Off shore,4.33333333333333,7.98333333333333,Evening,1,0,2015,4,17,24,4,2015-04,888700.6014996335,482844.9950840402,2015-04-24,#1f78b4,7
521,2015-04-24,West Africa,Nigeria,"Failed attack, kidnap/ransom",Other,0,Off shore,4.21916666666667,7.39216666666667,Night,1,0,2015,4,17,24,4,2015-04,822892.2291923442,470100.53882054973,2015-04-24,#1f78b4,7
522,2015-04-24,West Africa,Guinea,"Failed attack, robbery",Bulk carrier,0,Anchorage,9.41666666666667,-12.283333333333301,Night,1,0,2015,4,17,24,4,2015-04,-1367374.411910707,1053009.8357763616,2015-04-24,#1f78b4,7
524,2015-04-24,South East Asia,Indonesia,"Failed attack, robbery",Product tanker,0,Anchorage,1.6954616666666698,101.463700277778,Unknown,1,0,2015,4,17,24,4,2015-04,11294887.448923577,188765.48016070874,2015-04-24,#1f78b4,6
523,2015-04-24,South Asia,Bangladesh,Armed robbery at anchorage,Product tanker,0,Anchorage,22.1166666666667,91.7833333333333,Night,1,1,2015,4,17,24,4,2015-04,10217273.929975955,2525538.2356080827,2015-04-24,#fdbf6f,5
518,2015-04-25,South Asia,Bangladesh,Armed robbery at anchorage,Bulk carrier,0,Anchorage,22.1,91.75,Night,1,1,2015,4,17,25,5,2015-04,10213563.280282851,2523535.6699099964,2015-04-25,#fdbf6f,5
517,2015-04-25,South East Asia,Malaysia,Theft at sea,Bulk carrier,0,Off shore,1.33333333333333,104.4,Night,1,1,2015,4,17,25,5,2015-04,11621754.838817762,148439.38602468342,2015-04-25,#fdbf6f,6
516,2015-04-25,West Africa,Nigeria,Suspicious activity at sea,Tug,0,Off shore,3.3,5.13383333333333,Evening,1,0,2015,4,17,25,5,2015-04,571495.7124842006,367557.5913007697,2015-04-25,#1f78b4,7
515,2015-04-25,South Asia,Bangladesh,Armed robbery at anchorage,Container ship,0,Anchorage,22.1833333333333,91.7166666666667,Evening,1,1,2015,4,17,25,5,2015-04,10209852.630589744,2533550.868149653,2015-04-25,#fdbf6f,5
514,2015-04-26,South East Asia,Indonesia,Anti-piracy/naval operation,Product tanker,0,Berth,0.0223847222222222,104.89196777777799,Unknown,1,0,2015,4,17,26,6,2015-04,11676520.441326704,2491.855942717625,2015-04-26,#1f78b4,6
513,2015-04-26,South East Asia,Malaysia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.25,104.116666666667,Night,1,0,2015,4,17,26,6,2015-04,11590214.31642637,139160.40316984314,2015-04-26,#1f78b4,6
512,2015-04-26,South East Asia,Malaysia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.2635,104.171333333333,Night,1,0,2015,4,17,26,6,2015-04,11596299.781922994,140663.57788750494,2015-04-26,#1f78b4,6
511,2015-04-27,South East Asia,Singapore,"Failed attack, robbery",Container ship,0,Off shore,1.15664444444444,103.480224722222,Night,1,0,2015,4,18,27,0,2015-04,11519365.923251273,128765.81676770422,2015-04-27,#1f78b4,6
510,2015-04-28,Eastern Mediterranean,Iran,Counter insurgency/military operation,Container ship,1,Off shore,26.65,56.241666666666696,Afternoon,1,1,2015,4,18,28,1,2015-04,6260793.6946983645,3079811.514282562,2015-04-28,#fdbf6f,2
509,2015-04-28,West Africa,Nigeria,Suspicious activity at sea,Unknown vessel type,0,Off shore,4.724565,8.355617500000001,Evening,1,0,2015,4,18,28,1,2015-04,930143.0853633656,526533.2042912623,2015-04-28,#1f78b4,7
508,2015-04-29,West Africa,Nigeria,Kidnap/ransom at anchorage,Unknown vessel type,0,Anchorage,4.98838472222222,8.295428888888889,Evening,1,1,2015,4,18,29,2,2015-04,923442.9198229222,556007.3228922233,2015-04-29,#fdbf6f,7
507,2015-05-01,South East Asia,Philippines,Theft at anchorage,Container ship,0,Anchorage,14.595,120.84166666666701,Night,1,1,2015,5,18,1,4,2015-05,13452032.799943874,1642569.0986551864,2015-05-01,#fdbf6f,6
506,2015-05-01,South East Asia,Indonesia,"Failed attack, robbery",Tanker,0,Anchorage,1.71666666666667,101.4,Night,1,0,2015,5,18,1,4,2015-05,11287796.36643794,191127.05682880292,2015-05-01,#1f78b4,6
505,2015-05-02,South East Asia,Indonesia,Suspicious activity at sea,Tug,0,Off shore,1.26622833333333,104.6031475,Unknown,1,0,2015,5,18,2,5,2015-05,11644369.115073688,140967.36858837112,2015-05-02,#1f78b4,6
504,2015-05-02,South East Asia,Malaysia,Hijacking at sea,Product tanker,0,Off shore,2.32166666666667,101.67333333333299,Evening,1,1,2015,5,18,2,5,2015-05,11318223.693921397,258517.50538823003,2015-05-02,#fdbf6f,6
503,2015-05-03,South East Asia,Indonesia,Armed robbery at berth,Bulk carrier,0,Berth,3.78333333333333,98.7,Afternoon,1,1,2015,5,18,3,6,2015-05,10987233.741296101,421465.12852524006,2015-05-03,#fdbf6f,6
502,2015-05-04,South East Asia,Singapore,Theft at sea,Bulk carrier,0,Off shore,1.09,103.726666666667,Night,1,1,2015,5,19,4,0,2015-05,11546799.715016995,121345.56466811927,2015-05-04,#fdbf6f,6
501,2015-05-05,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.05,103.616666666667,Evening,1,0,2015,5,19,5,1,2015-05,11534554.571029734,116892.00836515187,2015-05-05,#1f78b4,6
500,2015-05-05,South Asia,Bangladesh,Armed robbery at anchorage,Crude oil tanker,0,Anchorage,21.801666666666694,91.7,Evening,1,1,2015,5,19,5,1,2015-05,10207997.305743188,2487729.5389364553,2015-05-05,#fdbf6f,5
499,2015-05-06,South East Asia,Singapore,Theft at anchorage,General cargo vessel,0,Anchorage,1.28333333333333,104.016666666667,Afternoon,1,1,2015,5,19,6,2,2015-05,11579082.367347045,142871.95987471074,2015-05-06,#fdbf6f,6
498,2015-05-07,West Africa,Congo,Armed robbery at anchorage,General cargo vessel,0,Anchorage,-4.135,13.413333333333302,Morning,1,1,2015,5,19,7,3,2015-05,1493165.4365071058,-460706.1932057104,2015-05-07,#fdbf6f,7
497,2015-05-08,South East Asia,Singapore,Theft at sea,Gas tanker,0,Off shore,1.04433333333333,103.6505,Night,1,1,2015,5,19,8,4,2015-05,11538320.8804682,116261.09254737983,2015-05-08,#fdbf6f,6
496,2015-05-09,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Off shore,1.16666666666667,103.833333333333,Night,1,0,2015,5,19,9,5,2015-05,11558673.794034868,129881.71478843794,2015-05-09,#1f78b4,6
495,2015-05-09,South East Asia,Singapore,Theft at sea,Bulk carrier,0,Off shore,1.088,103.713,Night,1,1,2015,5,19,9,5,2015-05,11545278.348642781,121122.88546605757,2015-05-09,#fdbf6f,6
493,2015-05-10,North Africa,Libya,Other maritime risk,General cargo vessel,0,Unknown,32.847288611111104,22.6593016666667,Evening,1,1,2015,5,19,10,6,2015-05,2522421.9232645123,3875051.5788493273,2015-05-10,#fdbf6f,3
494,2015-05-10,South East Asia,Indonesia,"Failed attack, robbery",Chemical tanker,0,Off shore,1.7,101.46666666666701,Night,1,0,2015,5,19,10,6,2015-05,11295217.665824197,189270.90698162108,2015-05-10,#1f78b4,6
492,2015-05-11,West Africa,Nigeria,Armed robbery at sea,Supply vessel,0,Off shore,4.3,7.86666666666667,Night,1,1,2015,5,20,11,0,2015-05,875713.3275737524,479123.7893225787,2015-05-11,#fdbf6f,7
491,2015-05-11,South East Asia,Vietnam,Theft at sea,Bulk carrier,0,Off shore,10.2131666666667,107.075666666667,Afternoon,1,1,2015,5,20,11,0,2015-05,11919608.689683666,1142993.6097322297,2015-05-11,#fdbf6f,6
490,2015-05-13,East Africa,Somalia,Kidnap/ransom at sea,Fishing vessel,0,Off shore,3.71203527777778,47.3696136111111,Unknown,1,1,2015,5,20,13,2,2015-05,5273161.266263008,413511.2559365021,2015-05-13,#fdbf6f,1
489,2015-05-13,South East Asia,Singapore,Theft at sea,Container ship,0,Off shore,1.12755944444444,103.675666944444,Night,1,1,2015,5,20,13,2,2015-05,11541122.451908533,125527.44599412696,2015-05-13,#fdbf6f,6
488,2015-05-14,West Africa,Nigeria,Kidnap/ransom at sea,Tug,0,Off shore,4.029166666666669,7.09233333333333,Night,1,1,2015,5,20,14,3,2015-05,789514.9352028269,448894.91460814566,2015-05-14,#fdbf6f,7
487,2015-05-14,Eastern Mediterranean,Iran,Counter insurgency/military operation,Product tanker,0,Off shore,25.602043888888893,55.038328333333304,Afternoon,1,1,2015,5,20,14,3,2015-05,6126838.684179665,2949875.2779757236,2015-05-14,#fdbf6f,2
486,2015-05-14,South East Asia,Malaysia,Kidnap/ransom at berth,Unknown vessel type,0,Berth,5.86335055555555,118.113006666667,Evening,1,1,2015,5,20,14,3,2015-05,13148279.7581959,653847.4221822118,2015-05-14,#fdbf6f,6
481,2015-05-15,South East Asia,Indonesia,Suspicious activity at sea,Tug,0,Off shore,1.25416666666667,104.046833333333,Evening,1,0,2015,5,20,15,4,2015-05,11582440.505319232,139624.3451555254,2015-05-15,#1f78b4,6
482,2015-05-15,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.60731027777778,8.471145555555559,Morning,1,1,2015,5,20,15,4,2015-05,943003.6096801474,513437.0643984543,2015-05-15,#fdbf6f,7
485,2015-05-15,South Asia,India,Theft at berth,Product tanker,0,Berth,22.996491944444397,70.2318419444444,Night,1,1,2015,5,20,15,4,2015-05,7818172.882729223,2631594.4031216386,2015-05-15,#fdbf6f,5
484,2015-05-15,West Africa,Guinea,Armed robbery at anchorage,Bulk carrier,0,Anchorage,9.41666666666667,-12.266666666666698,Night,1,1,2015,5,20,15,4,2015-05,-1365519.0870641593,1053009.8357763616,2015-05-15,#fdbf6f,7
483,2015-05-15,South East Asia,Malaysia,Hijacking at sea,Product tanker,0,Off shore,3.575,110.651333333333,Morning,1,1,2015,5,20,15,4,2015-05,12317650.082263408,398225.6589079227,2015-05-15,#fdbf6f,6
480,2015-05-16,South East Asia,Singapore,"Failed attack, robbery",Tug,0,Off shore,1.25416666666667,104.046833333333,Morning,1,0,2015,5,20,16,5,2015-05,11582440.505319232,139624.3451555254,2015-05-16,#1f78b4,6
479,2015-05-16,South Asia,Bangladesh,Theft at anchorage,Bulk carrier,0,Anchorage,21.766666666666694,91.7,Night,1,1,2015,5,20,16,5,2015-05,10207997.305743188,2483533.727112899,2015-05-16,#fdbf6f,5
478,2015-05-16,South East Asia,Vietnam,Theft at sea,Other,0,Off shore,8.321666666666669,108.863333333333,Night,1,1,2015,5,20,16,5,2015-05,12118610.832725035,929637.8869355367,2015-05-16,#fdbf6f,6
477,2015-05-16,South East Asia,Vietnam,Theft at anchorage,Container ship,0,Anchorage,10.1833333333333,107.05,Evening,1,1,2015,5,20,16,5,2015-05,11916751.489419935,1139619.2670314687,2015-05-16,#fdbf6f,6
475,2015-05-17,South Asia,Bangladesh,"Failed attack, robbery",General cargo vessel,0,Anchorage,22.2,91.7166666666667,Night,1,0,2015,5,20,17,6,2015-05,10209852.630589744,2535554.6198507356,2015-05-17,#1f78b4,5
476,2015-05-17,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.08358694444444,103.699516111111,Unknown,1,0,2015,5,20,17,6,2015-05,11543777.328997744,120631.538143015,2015-05-17,#1f78b4,6
474,2015-05-18,South East Asia,Indonesia,Theft at sea,Tanker,0,Off shore,1.08333333333333,103.6,Morning,1,1,2015,5,21,18,0,2015-05,11532699.24618314,120603.30123485519,2015-05-18,#fdbf6f,6
473,2015-05-18,West Africa,Nigeria,Kidnap/ransom at sea,Supply vessel,0,Off shore,4.3,7.86666666666667,Evening,1,1,2015,5,21,18,0,2015-05,875713.3275737524,479123.7893225787,2015-05-18,#fdbf6f,7
472,2015-05-19,West Africa,Nigeria,"Failed attack, kidnap/ransom",Container ship,0,Off shore,4.0333333333333306,7.08333333333333,Night,1,0,2015,5,21,19,1,2015-05,788513.0597856875,449359.8962516019,2015-05-19,#1f78b4,7
471,2015-05-19,South East Asia,Malaysia,Armed robbery at sea,Product tanker,0,Off shore,4.13333333333333,99.9,Morning,1,1,2015,5,21,19,1,2015-05,11120817.13024803,460520.17670055374,2015-05-19,#fdbf6f,6
470,2015-05-19,West Africa,Nigeria,"Failed attack, kidnap/ransom",Supply vessel,0,Off shore,4.0,7.5,Morning,1,0,2015,5,21,19,1,2015-05,834896.1809495518,445640.1096560266,2015-05-19,#1f78b4,7
469,2015-05-19,West Africa,Nigeria,"Failed attack, kidnap/ransom",Product tanker,0,Off shore,4.41666666666667,7.83333333333333,Morning,1,0,2015,5,21,19,1,2015-05,872002.6778806427,492148.72999665036,2015-05-19,#1f78b4,7
