,DATE (LT),REGION,COUNTRY,INCIDENT TYPE,VESSEL TYPE,MAERSK?,VESSEL ACTIVITY LOCATION,LAT,LONG,TIME OF DAY,ATTACKS,ATTACK SUCCESS,YEAR,MONTH,WEEK,DAY,WEEKDAY,YEAR_MONTH,X,Y,datestring,color,REGION_NR
468,2015-05-20,South East Asia,Philippines,Theft at anchorage,Product tanker,0,Anchorage,13.733333333333302,121.038333333333,Night,1,1,2015,5,21,20,2,2015-05,13473925.63313314,1543640.2059745088,2015-05-20,#fdbf6f,6
467,2015-05-20,South East Asia,Indonesia,Theft at anchorage,Product tanker,1,Anchorage,1.70807527777778,101.41653444444401,Morning,1,1,2015,5,21,20,2,2015-05,11289636.972373998,190170.24050751762,2015-05-20,#fdbf6f,6
466,2015-05-20,West Africa,Nigeria,Kidnap/ransom at berth,Unknown vessel type,0,Berth,5.216666666666669,6.18333333333333,Morning,1,1,2015,5,21,20,2,2015-05,688325.5180717412,581520.6754772555,2015-05-20,#fdbf6f,7
465,2015-05-22,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.04333333333333,103.66183333333299,Night,1,0,2015,5,21,22,4,2015-05,11539582.501363821,116149.75458014438,2015-05-22,#1f78b4,6
464,2015-05-22,West Africa,Cote D'Ivoire,"Failed attack, robbery",Merchant vessel,0,Anchorage,5.18833333333333,-2.02166666666667,Night,1,0,2015,5,21,22,4,2015-05,-225050.90388706847,578353.5761595177,2015-05-22,#1f78b4,7
463,2015-05-22,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,4.47527472222222,7.80261027777778,Night,1,1,2015,5,21,22,4,2015-05,868582.6029805853,498692.64062017424,2015-05-22,#fdbf6f,7
462,2015-05-22,South East Asia,Vietnam,Theft at anchorage,Container ship,0,Anchorage,10.1833333333333,107.05,Morning,1,1,2015,5,21,22,4,2015-05,11916751.489419935,1139619.2670314687,2015-05-22,#fdbf6f,6
461,2015-05-23,South East Asia,Philippines,"Failed attack, robbery",Tanker,0,Anchorage,13.65,120.983333333333,Evening,1,0,2015,5,21,23,5,2015-05,13467803.061139511,1534092.2622222137,2015-05-23,#1f78b4,6
460,2015-05-23,South East Asia,Indonesia,"Failed attack, robbery",Container ship,0,Off shore,1.04166666666667,103.65,Night,1,0,2015,5,21,23,5,2015-05,11538265.220722806,115964.19138004247,2015-05-23,#1f78b4,6
459,2015-05-24,North Africa,Libya,Other maritime risk,Tanker,0,Berth,31.2053138888889,16.5889361111111,Unknown,1,1,2015,5,21,24,6,2015-05,1846671.9206910355,3659441.8640294094,2015-05-24,#fdbf6f,3
457,2015-05-26,West Africa,Nigeria,"Failed attack, robbery",Product tanker,0,Berth,6.43249944444444,3.36195666666667,Night,1,0,2015,5,22,26,1,2015-05,374251.3042023851,717571.5490336625,2015-05-26,#1f78b4,7
707,2015-05-26,South Asia,Bangladesh,Kidnap/ransom at sea,Unknown vessel type,0,Off shore,21.8719486111111,89.513855,Unknown,1,1,2015,5,22,26,1,2015-05,9964636.757542927,2496158.0610675565,2015-05-26,#fdbf6f,5
458,2015-05-26,Americas,Trinidad And Tobago,Kidnap/ransom at sea,Unknown vessel type,0,Unknown,10.7037016666667,-60.216369444444396,Unknown,1,1,2015,5,22,26,1,2015-05,-6703255.583975188,1198522.4022511882,2015-05-26,#fdbf6f,0
706,2015-05-26,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.5516666666666685,5.5,Evening,1,1,2015,5,22,26,1,2015-05,612257.1993630046,618978.0232899853,2015-05-26,#fdbf6f,7
456,2015-05-27,South Asia,India,Suspicious activity at sea,General cargo vessel,0,Off shore,6.305,77.1883333333333,Evening,1,0,2015,5,22,27,2,2015-05,8592565.961848129,703290.2366628628,2015-05-27,#1f78b4,5
455,2015-05-27,South Asia,India,Theft at berth,Chemical tanker,0,Berth,22.9977683333333,70.1966541666667,Night,1,1,2015,5,22,27,2,2015-05,7814255.7972248625,2631748.757484816,2015-05-27,#fdbf6f,5
454,2015-05-28,West Africa,Nigeria,Suspicious activity at sea,Merchant vessel,0,Off shore,3.71166666666667,6.37166666666667,Evening,1,0,2015,5,22,28,3,2015-05,709290.6888378084,413470.13607609126,2015-05-28,#1f78b4,7
453,2015-05-30,Eastern Mediterranean,Yemen,Other maritime risk,General cargo vessel,0,Off shore,12.758209166666699,44.9569244444444,Unknown,1,1,2015,5,22,30,5,2015-05,5004581.936787223,1432121.6032853622,2015-05-30,#fdbf6f,2
452,2015-06-01,South Asia,Bangladesh,Armed robbery at anchorage,Bulk carrier,0,Anchorage,22.259,91.7108333333333,Night,1,1,2015,6,23,1,0,2015-06,10209203.266893443,2542649.813951546,2015-06-01,#fdbf6f,5
451,2015-06-03,South East Asia,Indonesia,Hijacking at sea,Merchant vessel,0,Off shore,-0.561766111111111,106.965637222222,Evening,1,1,2015,6,23,3,2,2015-06,11907360.267955782,-62536.51939694264,2015-06-03,#fdbf6f,6
450,2015-06-03,West Africa,Togo,Suspicious activity at anchor,Unknown vessel type,0,Anchorage,6.05878027777778,1.21630666666667,Morning,1,0,2015,6,23,3,2,2015-06,135398.63878179764,675720.8463612804,2015-06-03,#1f78b4,7
449,2015-06-04,South East Asia,Malaysia,Hijacking at sea,Product tanker,0,Off shore,2.35,104.366666666667,Night,1,1,2015,6,23,4,3,2015-06,11618044.189124689,261674.18053817443,2015-06-04,#fdbf6f,6
448,2015-06-04,Americas,Colombia,Other maritime risk,Unknown vessel type,0,Unknown,3.88182,-76.92958,Morning,1,1,2015,6,23,4,3,2015-06,-8563761.672540402,432453.18888663035,2015-06-04,#fdbf6f,0
447,2015-06-04,South East Asia,Vietnam,Theft at anchorage,Container ship,0,Anchorage,10.0833333333333,107.03333333333299,Evening,1,1,2015,6,23,4,3,2015-06,11914896.164573343,1128310.91738,2015-06-04,#fdbf6f,6
446,2015-06-05,Americas,Colombia,Theft at anchorage,Product tanker,0,Anchorage,3.86,-76.9016666666667,Afternoon,1,1,2015,6,23,5,4,2015-06,-8560654.374487396,430018.6436124934,2015-06-05,#fdbf6f,0
445,2015-06-06,South East Asia,Vietnam,Theft at anchorage,Other,0,Anchorage,10.3583333333333,107.033166666667,Afternoon,1,1,2015,6,23,6,5,2015-06,11914877.611324953,1159417.433180282,2015-06-06,#fdbf6f,6
444,2015-06-07,Americas,Panama,Theft at anchorage,General cargo vessel,0,Anchorage,9.358265277777779,-78.06846611111109,Unknown,1,1,2015,6,23,7,6,2015-06,-8690541.894500822,1046420.3756821187,2015-06-07,#fdbf6f,0
439,2015-06-08,South East Asia,Singapore,Theft at sea,Chemical tanker,0,Off shore,1.19666666666667,103.418333333333,Night,1,1,2015,6,24,8,0,2015-06,11512476.20535566,133222.00991967134,2015-06-08,#fdbf6f,6
441,2015-06-08,West Africa,Congo,"Failed attack, robbery",General cargo vessel,0,Anchorage,-3.2666666666666697,11.75,Night,1,0,2015,6,24,8,0,2015-06,1308004.0168209644,-363840.8405795675,2015-06-08,#1f78b4,7
440,2015-06-08,West Africa,Cameroon,Theft at berth,Bulk carrier,0,Berth,4.05266666666667,9.69,Night,1,1,2015,6,24,8,0,2015-06,1078685.8657868209,451517.4423148947,2015-06-08,#fdbf6f,7
442,2015-06-08,East Africa,Mozambique,Armed robbery at berth,General cargo vessel,0,Berth,-18.1833333333333,34.8333333333333,Night,1,1,2015,6,24,8,0,2015-06,3877628.929299026,-2059018.588083036,2015-06-08,#fdbf6f,1
438,2015-06-11,South East Asia,Malaysia,Hijacking at sea,Product tanker,0,Off shore,2.15027472222222,104.734725833333,Unknown,1,1,2015,6,24,11,3,2015-06,11659016.348139744,239423.6966148214,2015-06-11,#fdbf6f,6
437,2015-06-11,South Asia,Bangladesh,Theft at berth,Chemical tanker,0,Berth,22.2706666666667,91.8038333333333,Morning,1,1,2015,6,24,11,3,2015-06,10219555.979537219,2544053.172316346,2015-06-11,#fdbf6f,5
436,2015-06-12,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,6.40741916666667,2.88550194444444,Unknown,1,1,2015,6,24,12,4,2015-06,321212.60713855585,714762.0066984202,2015-06-12,#fdbf6f,7
435,2015-06-12,South East Asia,Indonesia,Armed robbery at anchorage,Other,0,Anchorage,4.0,98.9,Night,1,1,2015,6,24,12,4,2015-06,11009497.639454756,445640.1096560266,2015-06-12,#fdbf6f,6
434,2015-06-13,West Africa,Nigeria,Counter insurgency/military operation,Unknown vessel type,0,Unknown,4.33333333333333,6.05,Unknown,1,1,2015,6,24,13,5,2015-06,673482.9192993051,482844.9950840402,2015-06-13,#fdbf6f,7
433,2015-06-13,South East Asia,Indonesia,Armed robbery at sea,Tug,0,Off shore,1.5833333333333302,105.0,Evening,1,1,2015,6,24,13,5,2015-06,11688546.533293726,176278.29793396452,2015-06-13,#fdbf6f,6
432,2015-06-15,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,4.96379777777778,8.31780916666667,Morning,1,1,2015,6,25,15,0,2015-06,925934.280948957,553259.9618773017,2015-06-15,#fdbf6f,7
431,2015-06-15,East Africa,Oman,Suspicious activity at sea,Merchant vessel,0,Off shore,24.6,57.7833333333333,Morning,1,0,2015,6,25,15,0,2015-06,6432411.2430046545,2826693.0380219044,2015-06-15,#1f78b4,1
427,2015-06-17,South East Asia,Indonesia,Armed robbery at sea,Crude oil tanker,0,Off shore,1.05133333333333,103.611333333333,Night,1,1,2015,6,25,17,2,2015-06,11533960.86707876,117040.45931177853,2015-06-17,#fdbf6f,6
428,2015-06-17,South East Asia,Malaysia,"Failed attack, robbery",Gas tanker,0,Off shore,1.08716666666667,103.0,Night,1,0,2015,6,25,17,2,2015-06,11465907.551707178,121030.10250878368,2015-06-17,#1f78b4,6
429,2015-06-17,South East Asia,Indonesia,Armed robbery at sea,Crude oil tanker,0,Off shore,1.06666666666667,103.566666666667,Night,1,1,2015,6,25,17,2,2015-06,11528988.59649007,118747.6497748702,2015-06-17,#fdbf6f,6
430,2015-06-17,South East Asia,Malaysia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.08716666666667,103.711,Night,1,0,2015,6,25,17,2,2015-06,11545055.709661195,121030.10250878368,2015-06-17,#1f78b4,6
426,2015-06-18,West Africa,Nigeria,Counter insurgency/military operation,Unknown vessel type,0,Unknown,5.09135472222222,8.10241694444444,Unknown,1,1,2015,6,25,18,3,2015-06,901956.9284503468,567514.3809111401,2015-06-18,#fdbf6f,7
425,2015-06-18,South East Asia,Malaysia,Anti-piracy/naval operation,Product tanker,0,Off shore,1.30983333333333,104.2265,Morning,1,0,2015,6,25,18,3,2015-06,11602440.907165129,145822.68190862954,2015-06-18,#1f78b4,6
424,2015-06-18,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.13766666666667,103.479666666667,Night,1,0,2015,6,25,18,3,2015-06,11519303.800791055,126652.79669448906,2015-06-18,#1f78b4,6
423,2015-06-18,South East Asia,Vietnam,Anti-piracy/naval operation,Product tanker,0,Off shore,8.98583333333333,103.1935,Afternoon,1,0,2015,6,25,18,3,2015-06,11487447.873175677,1004424.4100536676,2015-06-18,#1f78b4,6
422,2015-06-19,South East Asia,Indonesia,"Failed attack, robbery",Product tanker,0,Off shore,1.14762833333333,103.64433277777799,Unknown,1,0,2015,6,25,19,4,2015-06,11537634.348430838,127761.94491551828,2015-06-19,#1f78b4,6
421,2015-06-19,South East Asia,Vietnam,Anti-piracy/naval operation,Product tanker,0,Unknown,9.2555625,103.21655277777799,Morning,1,0,2015,6,25,19,4,2015-06,11490014.096659292,1034835.0462829962,2015-06-19,#1f78b4,6
420,2015-06-19,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Anchorage,3.9166666666666696,98.7666666666667,Night,1,0,2015,6,25,19,4,2015-06,10994655.040682323,436341.30243088264,2015-06-19,#1f78b4,6
419,2015-06-20,South Asia,Bangladesh,Armed robbery at anchorage,Container ship,0,Anchorage,22.1666666666667,91.7,Morning,1,1,2015,6,25,20,5,2015-06,10207997.305743188,2531547.3541006497,2015-06-20,#fdbf6f,5
418,2015-06-21,South East Asia,Indonesia,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,1.04693027777778,103.87968055555599,Morning,1,0,2015,6,25,21,6,2015-06,11563833.143212415,116550.23122838048,2015-06-21,#1f78b4,6
417,2015-06-22,South East Asia,Indonesia,Theft at sea,Bulk carrier,0,Off shore,1.07073833333333,103.72398388888901,Unknown,1,1,2015,6,26,22,0,2015-06,11546501.069560837,119200.98449279889,2015-06-22,#fdbf6f,6
416,2015-06-22,South Asia,Bangladesh,Armed robbery at anchorage,Container ship,0,Anchorage,22.15,91.7333333333333,Evening,1,1,2015,6,26,22,0,2015-06,10211707.955436293,2529544.077477849,2015-06-22,#fdbf6f,5
415,2015-06-23,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,4.77183333333333,7.0025,Night,1,1,2015,6,26,23,1,2015-06,779514.7342798982,531813.2116723347,2015-06-23,#fdbf6f,7
414,2015-06-23,West Africa,Nigeria,Kidnap/ransom at sea,Fishing vessel,0,Off shore,4.32575388888889,8.31504833333333,Afternoon,1,1,2015,6,26,23,1,2015-06,925626.9463881243,481998.84054953826,2015-06-23,#fdbf6f,7
410,2015-06-24,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.04166666666667,103.04666666666701,Night,1,1,2015,6,26,24,2,2015-06,11471102.461277569,115964.19138004247,2015-06-24,#fdbf6f,6
413,2015-06-24,South East Asia,Indonesia,Theft at sea,Bulk carrier,0,Off shore,1.04016666666667,103.6595,Unknown,1,1,2015,6,26,24,2,2015-06,11539322.75588534,115797.1845838698,2015-06-24,#fdbf6f,6
412,2015-06-24,South East Asia,Indonesia,Theft at sea,Bulk carrier,0,Off shore,1.0648799999999998,103.605194166667,Night,1,1,2015,6,26,24,2,2015-06,11533277.458171608,118548.72453757536,2015-06-24,#fdbf6f,6
411,2015-06-24,South East Asia,Indonesia,Armed robbery at berth,Bulk carrier,0,Berth,-0.3,117.666666666667,Night,1,1,2015,6,26,24,2,2015-06,13098593.416675227,-33395.99983337975,2015-06-24,#fdbf6f,6
409,2015-06-26,South East Asia,Indonesia,Theft at sea,Bulk carrier,0,Off shore,1.00620444444444,103.567428611111,Unknown,1,1,2015,6,26,26,4,2015-06,11529073.415757589,112015.92432605675,2015-06-26,#fdbf6f,6
408,2015-06-26,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Off shore,1.1,103.733333333333,Night,1,0,2015,6,26,26,4,2015-06,11547541.84495554,122458.96290223509,2015-06-26,#1f78b4,6
407,2015-06-26,South East Asia,Malaysia,Theft at sea,Tanker,0,Off shore,1.18833333333333,103.425,Night,1,1,2015,6,26,26,4,2015-06,11513218.33529432,132294.14653545863,2015-06-26,#fdbf6f,6
406,2015-06-26,South East Asia,Singapore,Armed robbery at sea,Container ship,0,Off shore,1.17633333333333,103.527166666667,Night,1,1,2015,6,26,26,4,2015-06,11524591.476603735,130958.02817503229,2015-06-26,#fdbf6f,6
405,2015-06-26,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Off shore,1.06166666666667,103.619666666667,Night,1,0,2015,6,26,26,4,2015-06,11534888.529502114,118190.95630382601,2015-06-26,#1f78b4,6
404,2015-06-26,West Africa,Togo,"Failed attack, robbery",Container ship,0,Anchorage,6.01666666666667,1.28333333333333,Evening,1,0,2015,6,26,26,4,2015-06,142860.0131847007,671006.6300838178,2015-06-26,#1f78b4,7
403,2015-06-27,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.58333333333333,8.4,Unknown,1,1,2015,6,26,27,5,2015-06,935083.722663498,510759.35543171916,2015-06-27,#fdbf6f,7
402,2015-06-27,South East Asia,Philippines,Theft at anchorage,Tanker,0,Anchorage,13.733333333333302,121.03333333333299,Night,1,1,2015,6,26,27,5,2015-06,13473369.035679173,1543640.2059745088,2015-06-27,#fdbf6f,6
400,2015-06-27,East Africa,Kenya,Armed robbery at berth,Tanker,0,Berth,-3.96666666666667,39.6333333333333,Evening,1,1,2015,6,26,27,5,2015-06,4411962.485106738,-441920.47438488767,2015-06-27,#fdbf6f,1
401,2015-06-27,West Africa,Nigeria,"Failed attack, robbery",Passenger vessel,0,Anchorage,4.1,8.1,Night,1,0,2015,6,26,27,5,2015-06,901687.8754255159,456799.928502046,2015-06-27,#1f78b4,7
398,2015-06-28,South East Asia,Singapore,Armed robbery at sea,Tanker,0,Off shore,1.1,103.53333333333299,Night,1,1,2015,6,26,28,6,2015-06,11525277.946796885,122458.96290223509,2015-06-28,#fdbf6f,6
399,2015-06-28,Americas,Colombia,Armed robbery at anchorage,General cargo vessel,0,Anchorage,10.380999999999998,-74.4385,Night,1,1,2015,6,26,28,6,2015-06,-8286455.915415096,1161982.5716450547,2015-06-28,#fdbf6f,0
397,2015-06-29,Eastern Mediterranean,Egypt,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,31.686029722222198,34.1842344444444,Unknown,1,0,2015,6,27,29,0,2015-06,3805371.5715134335,3722167.3441710463,2015-06-29,#1f78b4,2
395,2015-06-29,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.06133333333333,103.67166666666701,Night,1,0,2015,6,27,29,0,2015-06,11540677.143023364,118153.84343781235,2015-06-29,#1f78b4,6
396,2015-06-29,South East Asia,Malaysia,Suspicious activity at sea,Bulk carrier,0,Off shore,1.43666666666667,103.101666666667,Night,1,0,2015,6,27,29,0,2015-06,11477225.033271197,159945.76320090186,2015-06-29,#1f78b4,6
394,2015-06-30,South East Asia,Indonesia,Armed robbery at anchorage,Product tanker,0,Anchorage,3.9166666666666696,98.7666666666667,Night,1,1,2015,6,27,30,1,2015-06,10994655.040682323,436341.30243088264,2015-06-30,#fdbf6f,6
393,2015-07-02,West Africa,Ghana,Hijacking at sea,Unknown vessel type,0,Off shore,5.51683333333333,0.3845,Morning,1,1,2015,7,27,2,3,2015-07,42802.34421001369,615082.2349642037,2015-07-02,#fdbf6f,7
392,2015-07-02,West Africa,Ghana,Hijacking at sea,Unknown vessel type,0,Off shore,5.58333333333333,0.266666666666667,Morning,1,1,2015,7,27,2,3,2015-07,29685.19754487299,622519.8487800075,2015-07-02,#fdbf6f,7
391,2015-07-03,West Africa,Nigeria,Armed robbery at sea,Fishing vessel,0,Off shore,4.54886361111111,8.34033972222222,Unknown,1,1,2015,7,27,3,4,2015-07,928442.3709206902,506909.9861543221,2015-07-03,#fdbf6f,7
390,2015-07-04,South East Asia,Indonesia,"Failed attack, robbery",Container ship,0,Berth,3.7945758333333295,98.71595611111107,Morning,1,0,2015,7,27,4,5,2015-07,10989009.967460027,422719.379411536,2015-07-04,#1f78b4,6
389,2015-07-05,West Africa,Guinea,Armed robbery at anchorage,Product tanker,0,Anchorage,9.508131111111107,-12.250739166666698,Evening,1,1,2015,7,27,5,6,2015-07,-1363746.0458745495,1063332.0595325432,2015-07-05,#fdbf6f,7
388,2015-07-05,South Asia,India,Theft at berth,Product tanker,0,Berth,17.6666666666667,83.4,Morning,1,1,2015,7,27,5,6,2015-07,9284045.532159016,1998569.0751411004,2015-07-05,#fdbf6f,5
387,2015-07-09,West Africa,Nigeria,Kidnap/ransom at sea,Other,0,Off shore,4.42740333333333,6.59935,Unknown,1,1,2015,7,28,9,3,2015-07,734636.28156659,493347.498791121,2015-07-09,#fdbf6f,7
386,2015-07-09,West Africa,Nigeria,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,4.216666666666669,6.86666666666667,Morning,1,0,2015,7,28,9,3,2015-07,764393.836780479,469821.48428172845,2015-07-09,#1f78b4,7
385,2015-07-10,North Africa,Libya,Counter insurgency/military operation,Unknown vessel type,0,Unknown,30.5931177777778,18.4160686111111,Unknown,1,1,2015,7,28,10,4,2015-07,2050067.3802028766,3580019.7164757894,2015-07-10,#fdbf6f,3
384,2015-07-11,South East Asia,Vietnam,Theft at anchorage,Chemical tanker,0,Anchorage,10.1666666666667,107.083333333333,Afternoon,1,1,2015,7,28,11,5,2015-07,11920462.139113007,1137734.2968409865,2015-07-11,#fdbf6f,6
383,2015-07-14,West Africa,Nigeria,Suspicious activity at anchor,Container ship,0,Anchorage,6.08333333333333,1.28333333333333,Night,1,0,2015,7,29,14,1,2015-07,142860.0131847007,678469.4958333728,2015-07-14,#1f78b4,7
382,2015-07-15,South East Asia,China,Armed robbery at berth,Bulk carrier,0,Berth,10.763333333333302,106.71,Night,1,1,2015,7,29,15,2,2015-07,11878902.862550221,1205278.7788024582,2015-07-15,#fdbf6f,6
381,2015-07-16,Eastern Mediterranean,Egypt,Counter insurgency/military operation,Unknown vessel type,0,Unknown,31.349214166666695,34.114895000000004,Unknown,1,1,2015,7,29,16,3,2015-07,3797652.7398659955,3678184.7802798245,2015-07-16,#fdbf6f,2
380,2015-07-16,South East Asia,Indonesia,"Failed attack, robbery",Supply vessel,0,Anchorage,0.9962725,103.999328611111,Night,1,0,2015,7,29,16,3,2015-07,11577152.303831203,110910.13649227915,2015-07-16,#1f78b4,6
379,2015-07-16,West Africa,Nigeria,Suspicious activity at sea,Unknown vessel type,0,Off shore,4.435296111111111,8.35899388888889,Evening,1,0,2015,7,29,16,3,2015-07,930518.9432551968,494228.75319424336,2015-07-16,#1f78b4,7
378,2015-07-16,West Africa,Nigeria,Armed robbery at sea,Unknown vessel type,0,Off shore,4.55,7.95,Evening,1,1,2015,7,29,16,3,2015-07,884989.9518065249,507036.8882206321,2015-07-16,#fdbf6f,7
377,2015-07-18,West Africa,Ghana,Theft at anchorage,Supply vessel,1,Anchorage,4.9,-0.28333333333333305,Night,1,1,2015,7,29,18,5,2015-07,-31540.522391427483,546131.6333506953,2015-07-18,#fdbf6f,7
376,2015-07-19,North Africa,Libya,Other maritime risk,Unknown vessel type,0,Unknown,31.798204444444398,19.8111647222222,Unknown,1,1,2015,7,29,19,6,2015-07,2205368.7688994403,3736850.8755021296,2015-07-19,#fdbf6f,3
375,2015-07-20,East Africa,Kenya,"Failed attack, robbery",Product tanker,0,Berth,-3.9275058333333295,39.6661375,Night,1,0,2015,7,30,20,0,2015-07,4415614.228235974,-437550.7454788088,2015-07-20,#1f78b4,1
374,2015-07-23,South Asia,India,"Failed attack, robbery",Product tanker,0,Anchorage,22.9743794444444,70.2364794444444,Evening,1,0,2015,7,30,23,3,2015-07,7818689.126867777,2628920.5586982924,2015-07-23,#1f78b4,5
373,2015-07-24,South Asia,India,Theft at anchorage,Product tanker,0,Anchorage,22.999483611111106,70.2294158333333,Night,1,1,2015,7,30,24,4,2015-07,7817902.809275729,2631956.189204982,2015-07-24,#fdbf6f,5
372,2015-07-24,West Africa,Nigeria,"Failed attack, kidnap/ransom",Supply vessel,0,Off shore,4.86666666666667,8.26666666666667,Morning,1,0,2015,7,30,24,4,2015-07,920241.1238910619,542407.4652497307,2015-07-24,#1f78b4,7
371,2015-07-25,South East Asia,Indonesia,Armed robbery at sea,Bulk carrier,0,Off shore,1.06333333333333,103.65666666666701,Night,1,1,2015,7,30,25,5,2015-07,11539007.350661466,118376.52069393307,2015-07-25,#fdbf6f,6
370,2015-07-26,South East Asia,Malaysia,Armed robbery at sea,Unknown vessel type,0,Off shore,4.870588611111111,99.04724111111106,Unknown,1,1,2015,7,30,26,6,2015-07,11025888.444967475,542845.6350613617,2015-07-26,#fdbf6f,6
369,2015-07-26,South East Asia,Singapore,"Failed attack, robbery",Crude oil tanker,0,Off shore,0.999064444444444,103.539962777778,Unknown,1,0,2015,7,30,26,6,2015-07,11526015.933176747,111220.98144887901,2015-07-26,#1f78b4,6
368,2015-07-26,South East Asia,Malaysia,Armed robbery at sea,Fishing vessel,0,Off shore,4.88333333333333,98.6166666666667,Unknown,1,1,2015,7,30,26,6,2015-07,10977957.117063332,544269.5261613217,2015-07-26,#fdbf6f,6
367,2015-07-26,West Africa,Angola,Suspicious activity at sea,Unknown vessel type,0,Off shore,-6.58333333333333,1.5,Unknown,1,0,2015,7,30,26,6,2015-07,166979.23618991036,-734471.2036195706,2015-07-26,#1f78b4,7
365,2015-07-26,South East Asia,Philippines,Theft at anchorage,Product tanker,0,Anchorage,7.18333333333333,125.666666666667,Night,1,1,2015,7,30,26,6,2015-07,13989149.343021415,801748.1276786077,2015-07-26,#fdbf6f,6
366,2015-07-26,South East Asia,Indonesia,Theft at berth,Tanker,0,Berth,1.68666666666667,101.471666666667,Night,1,1,2015,7,30,26,6,2015-07,11295774.263278162,187785.99864924175,2015-07-26,#fdbf6f,6
364,2015-07-27,South East Asia,Indonesia,Theft at sea,Product tanker,0,Off shore,1.06,103.611666666667,Night,1,1,2015,7,31,27,0,2015-07,11533997.973575769,118005.39201374866,2015-07-27,#fdbf6f,6
363,2015-07-27,West Africa,Nigeria,"Failed attack, kidnap/ransom",Unknown vessel type,0,Off shore,4.83333333333333,8.28333333333333,Morning,1,0,2015,7,31,27,0,2015-07,922096.4487376156,538683.4816205009,2015-07-27,#1f78b4,7
362,2015-07-27,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.83333333333333,5.66666666666667,Afternoon,1,1,2015,7,31,27,0,2015-07,630810.4478285505,538683.4816205009,2015-07-27,#fdbf6f,7
361,2015-07-28,South East Asia,Singapore,Theft at sea,Tug,0,Off shore,1.24135805555556,104.164123611111,Unknown,1,1,2015,7,31,28,1,2015-07,11595497.199316481,138198.1589061583,2015-07-28,#fdbf6f,6
360,2015-07-29,South East Asia,Malaysia,Theft at sea,Supply vessel,0,Off shore,1.725,104.566666666667,Morning,1,1,2015,7,31,29,2,2015-07,11640308.087283343,192055.13781084007,2015-07-29,#fdbf6f,6
359,2015-07-30,South East Asia,Indonesia,"Failed attack, robbery",Bulk carrier,0,Off shore,1.07333333333333,103.661666666667,Night,1,0,2015,7,31,30,3,2015-07,11539563.94811543,119489.90914403276,2015-07-30,#1f78b4,6
358,2015-07-31,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Off shore,1.1,103.733333333333,Night,1,0,2015,7,31,31,4,2015-07,11547541.84495554,122458.96290223509,2015-07-31,#1f78b4,6
357,2015-08-01,South East Asia,Philippines,Theft at anchorage,Other,0,Anchorage,13.738333333333301,121.038333333333,Evening,1,1,2015,8,31,1,5,2015-08,13473925.63313314,1544213.1903172496,2015-08-01,#fdbf6f,6
355,2015-08-02,Americas,Venezuela,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,10.4985244444444,-61.320983611111096,Unknown,1,0,2015,8,31,2,6,2015-08,-6826220.670531562,1175285.5535400216,2015-08-02,#1f78b4,0
356,2015-08-02,South East Asia,Singapore,"Failed attack, robbery",Container ship,0,Off shore,1.03476416666667,103.682785,Unknown,1,0,2015,8,31,2,6,2015-08,11541914.830228463,115195.68243000393,2015-08-02,#1f78b4,6
352,2015-08-03,South East Asia,Indonesia,Armed robbery at sea,Chemical tanker,0,Off shore,3.9383333333333295,98.7466666666667,Morning,1,1,2015,8,32,3,0,2015-08,10992428.650866458,438758.9024337651,2015-08-03,#fdbf6f,6
353,2015-08-03,South East Asia,Singapore,"Failed attack, robbery",Other,0,Off shore,1.08666666666667,103.583333333333,Night,1,0,2015,8,32,3,0,2015-08,11530843.92133655,120974.43274671165,2015-08-03,#1f78b4,6
354,2015-08-03,South East Asia,Singapore,"Failed attack, robbery",Bulk carrier,0,Berth,1.0525,103.618333333333,Night,1,0,2015,8,32,3,0,2015-08,11534740.103514314,117170.35394208178,2015-08-03,#1f78b4,6
351,2015-08-05,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.7188711111111115,6.77362972222222,Unknown,1,1,2015,8,32,5,2,2015-08,754037.0114999607,525897.2050608724,2015-08-05,#fdbf6f,7
